职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
大模型运营专家（今日头条方向）-CQC,成都,字节跳动,本科,3-5年,,20000-32000,岗位职责：1、基于今日头条内容治理业务，挖掘可借助大模型替代或提效的业务场景；2、通过分析业务流程，制定大模型应用策略，探索大模型接入业务后的收益并持续优化，实现模型与业务需求的高度契合；3、依据业务对大模型的需求，借助工具和算法，尝试通过自动化Workflow、Agent搭建等方式解决业务问题；或进一步对模型做微调训练，通过常规SFT等手段满足业务需求；4、与算法、产品、策略运营等多团队构建高效...,互联网,http://jobs.zhaopin.com/CC469217510J40793610101.htm,10000人以上,2025-12-30 17:32:41,20000.0,32000.0,12.0
企平-CAP信息化产品专家,成都,北京三快在线科技有限公司,本科,3-5年,,,基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。在这里，我们有超强的技术氛围，持续向社区贡献业...,互联网,http://jobs.zhaopin.com/CC383625320J40769695509.htm,10000人以上,2026-01-11 08:34:31,,,
省区渠道运营,成都,元气森林(北京)食品科技集团有限公司,本科,5-10年,"渠道运营,通路企划,RTM",15000-30000,岗位要求：1、制定渠道发展策略与执行计划，为销售提供各销售渠道发展建议，通过渠道政策促进销售目标达成2、深入了解市场并分析销售数据，识别生意空白点和增长点，并制定相关执行策略3、根据渠道终端、销售产品及销售场景等因素，制定传统渠道终端成功图像，提升终端的精细化运作水平及产出4、推动渠道专项活动的落地执行，进行销售区域执行规划、执行、检核及结案管理工作，保障渠道目标达成5、各类渠道经营报表的管理及临...,快速消费品,http://jobs.zhaopin.com/CC812921020J40809343409.htm,1000-9999人,2026-01-11 00:32:02,15000.0,30000.0,14.0
连锁门店营运经理（火锅品牌）,成都,麻辣空间,本科,3-5年,"新媒体运营,用户运营,门店运营,抖音,小红书,微信公众号,toC",20000-30000,岗位职责：1、负责制定和执行直营门店的营运策略，确保达成公司设定的经营指标，预算达成、成本管控、顾客满意度和人才梯队建设；2、定期巡视各门店，监督和指导门店的日常运营，包括服务流程、菜品质量、环境卫生等方面；3、分析销售数据和顾客反馈，制定改进措施以提升门店的经营业绩和顾客满意度。4、协助品牌营销部策划和组织执行营销活动，达成设定目标；5、协调各部门之间的工作，解决门店运营中的问题和突发情况；6、...,餐饮服务,http://jobs.zhaopin.com/CC147799050J40799211407.htm,1000-9999人,2026-01-09 00:07:41,20000.0,30000.0,12.0
SaaS-餐饮门店系统产品经理,成都,北京三快在线科技有限公司,本科,1年以下,,,美团餐饮系统为餐饮企业提供一站式IT解决方案，帮助餐饮商户实现从供应链管理、生产管理、前厅管理到外卖的数字化经营。美团餐饮系统不仅打通了餐厅和平台，更帮助餐厅连接客人，让商户更了解顾客需求，在帮助商户做商业决策的同时给顾客带来更好的消费体验。我们持续建设和提升产研、销售、服务的核心能力，通过全新升级的美团餐饮系统一体化软硬件产品，助力餐饮商户进行线上化经营，帮助商户在推广新店、提升效率、降低成本、...,互联网,http://jobs.zhaopin.com/CC383625320J40801729809.htm,10000人以上,2026-01-11 08:24:37,,,
营运经理,成都,成都美其格服饰有限公司,大专,5-10年,"销售运营,门店运营,活动运营",20000-30000,1、战略规划制定、经营计划制定、年度目标制定并规划可行性营运策略确保完成任务；2、门店全面运营、营销规划及客户管理；3、管理、监督、指导下属人员工作、制定人员培养计划及绩效考核和奖惩管理，进行有效的人员管理4、主持营运部管理工作，各项工作事项计划总结，日常会议组织召开，品牌工作进度跟进、检查、协调，店铺巡视；5、与商品部同频推动执行，推动商品高效售罄；6、销售业绩的监管，库存的管控，营销活动沟通执...,服装/纺织/皮革,http://jobs.zhaopin.com/CC841449430J40826018409.htm,500-999人,2026-01-09 00:00:01,20000.0,30000.0,12.0
产品经理(食品类),成都,千禾味业,本科,5-10年,"产品生命全周期,C端产品,调味品,产品开发,产品上市推广",20000-30000,产品总负责人角色岗位职责：1、负责深入研究食品市场趋势、消费者喜好及竞品情况，结合公司发展战略，制定长期品类规划、优化现有产品体系、寻找新的产品机会。2、负责与研发端、运营端和营销端等协同，推动新产品的规划、设计、研发、测试、上市和推广等工作。3、负责对产品的全生命周期管理，包括产品的上市、改进、产品线延伸、包装升级、淘汰方案等工作。任职要求：1、本科及以上学历，市场营销、食品科学或相关专业背景优...,快速消费品,http://jobs.zhaopin.com/CC339677710J40841606513.htm,1000-9999人,2026-01-08 15:18:52,20000.0,30000.0,13.0
客户运营主管,成都,卓正医疗,本科,5-10年,"用户运营,客服,医疗机构,英语四六级",15000-30000,岗位职责● 客户需求挖掘与服务交付：带领团队聚焦医疗及高端服务业客户，精准挖掘高端医疗险客户个性化健康需求，结合医疗专业知识定制服务方案；协助医生提供针对性治疗建议，保障方案贴合需求，提升客户满意度。● 团队服务全流程管理：带领团队统筹全流程服务资源；参照高端服务标准优化环节细节，及时协调解决客户问题，打造优质体验，保障服务质量达标。● 团队目标与数据管理：统筹团队季/年度KPI拆分与达成计划；定...,卫生服务,http://jobs.zhaopin.com/CC495423720J40915060615.htm,1000-9999人,2026-01-08 09:20:57,15000.0,30000.0,12.0
新媒体运营负责人（15~30k),成都,四川聚仁创新科技集团有限公司,大专,3-5年,"团队管理经验,专业拍摄,教育培训,矩阵营销,直播运营",15000-30000,【岗位职责】：1、了解市场终端运营管理模式，最好两年以上家居及建材企业市场营销经验；2、整理分析线下门店业务形态和线下直播各参与方需求，搭建线下门店经营与线上直播融合的业务模式；3、协助主动营销不断探索研究新媒体营销模式及课程开发，总结提炼成可复制可推广的点将模式产品；4、带动营销和门店团队一起玩儿新媒体，配合活动节奏利用新媒体引流，最后直播辅助活动落地；5、负责门店直播的人员培训、直播质量把控、...,零售/批发,http://jobs.zhaopin.com/CCL1364739410J40389569603.htm,300-499人,2026-01-05 16:55:37,15000.0,30000.0,12.0
人审质量运营-商业生态与安全,成都,字节跳动,本科,5-10年,,15000-30000,岗位职责：1、负责内容风控质量规则运营，包含规则的对标、下沉、培训及优化迭代，保障电商业务内容风控规则清晰准确落地；2、助力业务指标交付，统筹及承接相关质量项目的分工和落地，及时反馈和推动项目进展和达成；3、通过建设多场景多能力的质量策略，满足产品质量需求，并根据需求变化持续迭代；4、负责执行质量控制活动，制定质量标准，确保交付的数据符合产品需求。任职要求：1、本科及以上学历，了解质量治理流程逻辑...,互联网,http://jobs.zhaopin.com/CC469217510J40818399501.htm,10000人以上,2026-01-05 10:16:05,15000.0,30000.0,12.0
微模块产品开发经理,成都,依米康,本科,5-10年,"硬件产品,商业化产品",20000-30000,岗位职责:1、负责微模块产品（包含机柜、通道、供配电、制冷、监控等子系统）从概念、设计、开发、测试、认证到量产的全流程管理。制定项目开发计划，确保项目在预算内按时、高质量交付。2、主导产品架构和技术方案的评审与决策，确保产品的技术可靠性和可制造性。建立和完善产品开发流程与质量管理体系，对最终产品的性能、质量、成本负责。3、作为产品开发核心负责人，管理开发预算和资源，合理分配任务，解决项目过程中的关...,电气机械/电力设备,http://jobs.zhaopin.com/CC191789020J40853183413.htm,500-999人,2026-01-04 10:14:36,20000.0,30000.0,12.0
运营总监,成都,成都医美客科技有限公司,本科,3-5年,"销售运营,产品运营",17000-30000,岗位职责 1.营销计划制定：研究行业动态和市场变化，制定全面的营销计划。 2.销售战略制定:根据公司业务目标，制定并执行销售运营策略，确保销售业绩增长。 3.推广：负责品牌的整体规划和市场推广，提高品牌知名度和渠道覆盖率 4.团队管理:负责销售团队的组建、培训与管理，提升团队整体业绩。 5.渠道拓展:开发及维护线上线下销售渠道，包括医美机构、美容院、电商平台等。 6.数据分析:监控销售数据，优化销...,医美/健康服务,http://jobs.zhaopin.com/CCL1331062660J40724867206.htm,20-99人,2025-12-31 15:52:18,17000.0,30000.0,13.0
机审质量运营-商业生态与安全,成都,字节跳动,本科,3-5年,,15000-30000,岗位职责：1、负责机器内容质量防控流程与策略制定，通过质量防控，保障模型质量目标达成和效果稳定；2、结合业务场景制定质量标准，并优化质量监控机制，帮助业务及时感知和触达问题；3、洞察和分析机器内容质量存在的质量问题，找到问题根源，推进相关问题解决；4、统筹及承接机器内容质量相关项目，制定项目目标与规划，推进项目目标达成。任职要求：1、本科及以上学历，了解质量治理流程逻辑，具备良好的风险与问题自主挖...,互联网,http://jobs.zhaopin.com/CC469217510J40818298701.htm,10000人以上,2026-01-04 16:44:27,15000.0,30000.0,12.0
