职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
（日本留学生）技术研发（多地可选）,成都,潮州三环(集团)股份有限公司锡岗分厂,硕士,经验不限,"材料工艺设计,仿真设计,高分子材料,复合材料,功能材料",28000-40000,base地：广东潮州、深圳，四川南充、德阳、成都，江苏苏州。可直接在官网留学生模块投递，网址：https://hr.cctc.cc/oversea专属内推码【065363】岗位职责：1、材料的配方设计和优化，提升原料性能；2、新工艺的开发及引进，提高产品质量及生产效率；3、新产品的设计研发、疑难问题的解决；4、新产品批畢生产的推广及改进工作；5、产品生产过程中的工艺维护与改进，提高产品性能，提高合...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1314138150J40512276710.htm,1000-9999人,2024-06-15 01:14:50,28000.0,40000.0,13.0
单板工艺工程师,成都,成都鼎桥通信技术有限公司,本科,5-10年,单板工艺,25000-35000,工作职责1、负责制定单板 PCB板级工艺总体方案，DFM、DFR等 DFX设计评审，针对关键工艺及风险点设计验证方案； 参与新项目的布局、布线评审，进行PCB叠层、布局、拼板等工艺评估，并提出可生产性建议；2、负责产品单板全流程试制开发验证，SMT，波峰焊，压接，装配等，制定工艺路线和工艺特殊要求，优化设计工装、钢网、工艺参数等，并进行验证闭环，输出单板工艺验证总结报告、复盘总结等工程交付件; 3...,通信/网络设备,http://jobs.zhaopin.com/CC451015510J40803300907.htm,1000-9999人,2025-12-15 17:52:27,25000.0,35000.0,12.0
2026-单板工艺工程师,成都,鼎桥技术有限公司,本科,5-10年,工艺设计,15000-30000,岗位职责:1、负责制定单板 PCB板级工艺总体方案，DFM、DFR等 DFX设计评审，针对关键工艺及风险点设计验证方案； 参与新项目的布局、布线评审，进行PCB叠层、布局、拼板等工艺评估，并提出可生产性建议；2、负责产品单板全流程试制开发验证，SMT，波峰焊，压接，装配等，制定工艺路线和工艺特殊要求，优化设计工装、钢网、工艺参数等，并进行验证闭环，输出单板工艺验证总结报告、复盘总结等工程交付件; ...,通信/网络设备,http://jobs.zhaopin.com/CCL1511150630J40835141214.htm,1000-9999人,2026-01-06 10:08:00,15000.0,30000.0,15.0
天然气工艺工程师,成都,北京万古恒信科技有限公司,本科,经验不限,"石油工程设计,燃气工程设计",15000-30000,1.负责油气田地面工程项目的工艺专业设计工作，对接业主、设计院、EPC方，完成项目投标阶段的技术支持及执行交付: 2.根据FEED设计文件，完成工艺专业设备的选型、计算以及技术协议编制，采购需求下达以及施工图设计等工作; 3.作为项目支持及执行阶段的牵头专业，与上下游专业沟通，完成专业间的条件图纸文件提交，承担技术负责人角色; 4.指导并审核管道、电仪、结构专业完成油气田地面工程设备相关设计工作,企业服务,http://jobs.zhaopin.com/CC206322610J40635815202.htm,10000人以上,2026-01-05 09:15:49,15000.0,30000.0,12.0
工艺工程师（纯化方向）,成都,新希望化工投资有限公司,本科,5-10年,"化工产品,无机化工产品,工艺设计,精馏",18000-30000,核心职责1、负责新产品或现有产品工艺路线的开发、设计与放大。进行实验设计、数据分析，建立并验证分离纯化（如精馏、萃取等）工艺模型与操作参数；2、解决生产中的关键技术难题，参与新产线的建设、调试并对老产线开展技术改造；3、从事工艺（特别是纯化、精馏工艺）相关设计开发等工作，能独立承担工艺单元操作的整体开发，思路清晰;4、掌握精馏、纯化原理，熟悉各类化工塔及其相关附属设备的性能、构造及特点，编写相关工...,化工,http://jobs.zhaopin.com/CC208259310J40863123603.htm,1000-9999人,2025-12-30 00:00:01,18000.0,30000.0,12.0
烧碱/PVC工艺设计,成都,西安摇光建筑科技有限公司,本科,5-10年,"研发,设计,精密设备,装配设备",25000-30000,岗位内容：需要有石化炼化工艺设计10年以上设计经验，后期有出差熟悉PVC/烧碱方面的工艺，有相关工作经验 任职要求： 英语流利，有设计院经验优先1.具备5年以上工艺行业相关工作经验，掌握硬件和软件设计基础知识。 2.具备独立解决问题能力，较好的英语沟通能力和团队合作意识。3.具有创新思维和学习能力，逻辑思维能力、文字表达能力良好，有良好的职业素养和服务意识。,工程施工,http://jobs.zhaopin.com/CC863472250J40783752316.htm,20-99人,2025-12-26 11:07:27,25000.0,30000.0,12.0
化工工艺工程师,成都,四川卡森科技有限公司,本科,3-5年,化工工程设计,15000-30000,1.岗位要求（1）年龄40岁以下，化学工程与工艺相关专业本科及以上学历；（2）了解工艺设计流程，至少有3年以上的设计经验；（3）能负责完成工程工艺专业施工图的设计工作者优先；（4）有锂盐行业设计经验者优先；（5）熟练使用CAD制图软件、Office等办公软件，具有较强的绘图和设计能力；（6）具有良好的协调沟通能力，有较强的责任心以及良好的团队协作能力，能参与一定的项目组织和管理，较好地发挥团队作用...,石油/石化,http://jobs.zhaopin.com/CC133887290J40302229715.htm,100-299人,2025-12-25 00:00:01,15000.0,30000.0,12.0
阀门装配工艺工程师,成都,星火时空(成都)科技有限公司,本科,3-5年,"工艺设计,工艺验证,工艺改良,元件,元器件,机械设备,AutoCAD,Creo,UG",15000-30000,岗位职责：1、负责火箭阀门产品工艺性和可制造性审查，根据设计文件、三维模型和行业标准等，设计火箭阀门总装工艺流程，编制火箭阀门总装、试验工艺方案、工艺规程等工艺文件；2、沟通处理火箭阀门生产、试验、使用过程中的产品技术、质量问题； 3、根据火箭阀门生产需求，负责产品各项工艺再设计和技术准备工作，包括提出通用工艺装备、工具、量具、仪器仪表的采购计划和申请，专用工艺装备、工具、量具等的设计请求或实施。...,学术/科研,http://jobs.zhaopin.com/CCL1492587770J40795959011.htm,100-299人,2025-12-17 18:07:43,15000.0,30000.0,13.0
工艺设计（石化经验）,成都,西安摇光建筑科技有限公司,本科,5-10年,"研发,设计,精密设备,装配设备",25000-30000,岗位内容：需要有石化炼化工艺设计10年以上设计经验，后期有出差熟悉PVC/烧碱方面的工艺，有相关工作经验 任职要求： 英语流利，有设计院经验优先1.具备5年以上工艺行业相关工作经验，掌握硬件和软件设计基础知识。 2.具备独立解决问题能力，较好的英语沟通能力和团队合作意识。3.具有创新思维和学习能力，逻辑思维能力、文字表达能力良好，有良好的职业素养和服务意识。,工程施工,http://jobs.zhaopin.com/CC863472250J40781498716.htm,20-99人,2025-12-17 09:15:10,25000.0,30000.0,12.0
整机工艺研发经理,成都,成都善思微科技有限公司,本科,5-10年,"芯片封装,MEMS传感器封装,封装工艺,光学耦合",15000-30000,岗位职责：1.进行半导体封装工艺研究，持续进行技术优化，完成产品量产前的工艺定型;2.负责研发部的新产品转移，协助中试总结评估、从研发转移至试生产的评估把关;3.与外部的技术合作，包括新产品及在产品的委外合作或接受外协加工，技术研究合作等；4.负责管理工艺研发团队，根据需要对团队人员进行技术培训;5.及时跟踪和了解国际国内探测器工艺发展动态，负责新项目的选题、开发;6.及时进行工作总结向直属领导汇...,电子/半导体/集成电路,http://jobs.zhaopin.com/CCL1217290510J40595512810.htm,20-99人,2025-12-16 11:07:58,15000.0,30000.0,14.0
MEMS / 半导体工艺工程师,成都,万众壹芯,本科,1-3年,"光刻工艺,蚀刻工艺",15000-30000,一、岗位基本信息岗位名称：MEMS / 半导体工艺工程师二、核心岗位职责工艺实验与设备操作：熟练操作掩膜光刻、直写光刻、ICP 刻蚀、FIB、ALD、PVD 等核心设备，完成匀胶、显影、沉积、刻蚀、封装等工序，确保实验规范、数据可追溯；负责设备日常检查、简单故障处理及清洁维护。工艺参数优化：针对光刻精度、刻蚀深度 / 均匀性、薄膜质量等关键指标，设计对比实验摸索参数；分析实验数据，解决残胶、过刻、...,医药制造,http://jobs.zhaopin.com/CC559546030J40827883210.htm,100-299人,2025-12-15 14:09:27,15000.0,30000.0,12.0
工艺技术部经理,成都,成都派铂宇航科技发展有限公司,本科,5-10年,,20000-30000,岗位职责： 1、全面负责工艺技术部的日常运营、资源规划、团队建设，制定工艺技术发展路线图，承接公司战略，确保工艺能力支持业务长远目标； 2、NPI主导： 主导从设计到制造的新产品导入流程，负责评审设计可行性，主导工艺路线开发、物料定额核算、工装夹具方案设计（针对钣金、弯管、焊接等），并完成工艺验证与固化，确保项目按时保质交付； 3、工艺攻关： 领导团队为生产提供工艺支持，快速响应并系统性地解决生产...,船舶/航空/航天/火车制造,http://jobs.zhaopin.com/CCL1410424490J40906432408.htm,100-299人,2025-12-15 14:02:06,20000.0,30000.0,12.0
工艺炼油设计专家,成都,中国化学工程第七建设有限公司,本科,10年以上,化工工程设计,15000-30000,岗位职责： 1.负责炼油方面工艺技术，确定炼油方面工艺技术方案以及解决日常工艺的技术难题； 2.负责牵头炼油方面工程技术的投标；负责组织各相关专业讨论确定主要技术方案； 3.负责工艺技术（含流程模拟、设备选型、工艺参数、控制方案等）的审核、审定工作； 4.负责部室人员的培养和培训，以提高部室的整体水平； 5.领导安排的其他临时工作。 任职资格： 1.本科及以上学历、英语4级及以上； 2.有15年及...,工程施工,http://jobs.zhaopin.com/CC224012120J40294602312.htm,1000-9999人,2025-12-03 15:26:44,15000.0,30000.0,12.0
工艺开发经理,成都,纳米维景,本科,5-10年,"工艺设计,工艺改良,封装,蒸镀,团队管理",15000-30000,注意！！！该岗位前期近1年工作地在北京，后期在成都 。岗位职责： 1、负责探测器产品的前期工艺可行性分析，研究行业先进工艺；2、负责探测器的工艺设计和开发，持续进行技术优化；3、主导原型试制和工艺验证，输出验证结论与数据分析，确保指标符合技术要求；4、负责推动工艺开发后的技术导入和量产转化，完成产品量产前的工艺定型；5、负责搭建探测器可靠度测试验证系统，并对探测器可靠度及一致性等进行测试及评估；从...,医疗设备/器械,http://jobs.zhaopin.com/CC655442320J40836301102.htm,100-299人,2025-11-13 17:17:38,15000.0,30000.0,12.0
工艺工程师,成都,成都中科微信息技术研究院有限公司,大专,5-10年,"工艺设计,元器件,PCBA设计,CAD 绘图",15000-30000,任职资格：1.本科及以上，通信、电子、机械制造、机电等本科及以上学历，优秀可放宽至大专。2.五年以上生产领域相关工作经验。3.具备 5W 解析能力、日程改善能力、问题发现及解决能力，熟悉 IE 相关知识，了解 IE 手法工具。4.熟练掌握CAD 绘图 Minitab及常用办公软件熟练使用绘图3D软件如 Proe、 SolidWorks等，熟悉工艺文件如工艺流程图、控制计划、PFMEA的编制等，了解...,通信/网络设备,http://jobs.zhaopin.com/CC827205630J40822999005.htm,300-499人,2025-10-30 14:11:22,15000.0,30000.0,14.0
工艺设计管理高级经理岗,成都,中国化学工程第七建设有限公司,本科,5-10年,,25000-30000,岗位职责：（1）组织开展项目的前期专利商/工艺包提供方技术调研，配合市场开发部门工作，为业主提供咨询，策划综合服务工艺方案；（2）与部门及相关部门共同负责重大项目专利商/工艺包提供方的确定，或参与业主专利商/工艺包提供方的选择；（3）协助部门开展项目前期咨询、EPC项目投标、EPC项目设计管理、设计分包方管理、EPC项目开试车管理等工作；（4）协助部门对工艺专业相关的制度及流程进行建设、运行及管理...,工程施工,http://jobs.zhaopin.com/CC224012120J40806150112.htm,1000-9999人,2025-11-10 11:19:28,25000.0,30000.0,12.0
纯化工艺高级研究员,成都,信立泰,硕士,5-10年,"生物药,蛋白纯化工艺,分子生物学技术,蛋白质工程,细胞培养技术,抗体药,细胞药物",15000-30000,岗位职责：1. 制定小试工艺开发和工艺表征策略，把关实验方案、报告和数据分析质量，主导完成重大复杂的工艺开发和工艺表征。2. 领导和组织实施工艺放大、技术转移相关工作。3. 组织、整合、完善申报资料的撰写和审核。4. 主导应对外部机构对研制现场的检查、部门技术规范和指导文件的制定和修订，以及外审检查应对。5. 指导和培训中级研究员、初级研究员、助理研究员开展相关工作。 岗位要求： 1、通用知识：能...,医药制造,http://jobs.zhaopin.com/CC133052300J40775592612.htm,1000-9999人,2025-10-09 09:17:42,15000.0,30000.0,13.0
化工工艺工程师,成都,四川惠士特能源装备有限公司,本科,5-10年,"化工,机械工艺设计,机电行业,焊接工艺",15000-30000,岗位职责1、负责场站天然气集输工艺方案制定、工艺流程设计（节流、除砂、分离计量、加热、脱水脱烃等）；2、负责工艺流程图（PFD）、工艺管道仪表流程图（P&ID）的设计及校审，编制工艺说明书；3、负责设备工艺计算，确定设备形式、规格，负责向相关专业提供技术接口条件及采购条件；4、负责对工程项目提供技术支持，协助销售完成技术咨询、技术答疑和技术交流等活动；5、负责了解客户的需求，向客户提供有策略性的意...,石油/石化,http://jobs.zhaopin.com/CC429607410J40297611607.htm,100-299人,2025-05-22 10:14:59,15000.0,30000.0,12.0
工艺主管（PE/LAO）,成都,中国化学工程第七建设有限公司,本科,5-10年,工业建筑,24000-28000,岗位职责：1.参与设计管理程序和技术规范的编制和维护；2.参与潜在项目考察、工艺方案选择、投标文件编制、技术交流、合同谈判；3.参与项目策划和设计管理工作，确保设计进度、质量、费用、风险受控；4.为采购、施工和试车工作提供技术服务；5.做好项目总结和复盘，整理归集项目信息和资料，持续改进和提高。任职条件：1.化工工艺等相关专业本科以上学历；2.5年及以上相关工作经验，具有大型石化项目设计经验;3....,工程施工,http://jobs.zhaopin.com/CC224012120J40145823312.htm,1000-9999人,2025-12-29 14:40:13,24000.0,28000.0,12.0
微组装工艺工程师,成都,极致汇仪,本科,5-10年,工艺设计,20000-28000,【岗位职责】1、负责微组装产品NPI转产或者委外转产的技术/质量要求的承接和转移执行；2、负责搭建微装自动化产品线并完成设备，工艺的导入和调试改进；3、负责编制工艺文件，达到标准化作业要求，制作工时定额；4、解决转产产品微组装工艺过程中出现的技术问题并完成质量闭环，提升产品的交付良率；5、对工序的工艺方法/执行情况进行现场管理和监督；6、建立各工序质量控制，满足质量要求；7、负责开展微组装数字化及...,仪器仪表制造,http://jobs.zhaopin.com/CC608618420J40771189710.htm,100-299人,2025-11-05 00:00:01,20000.0,28000.0,12.0
工艺工程师,成都,成都希宇工程技术有限公司,本科,10年以上,,22000-26000,岗位职责：1.主要负责公司各项目装置开车调试及生产运维过程中的生产工艺管理与优化，包括：装置运行情况监控（生产数据分析、物料平衡计算、异常识别）、操作指导与支持（提供操作建议、应对负荷变化、开车停车指导）、产品质量管理（质量监控、异常处理）；2. 负责项目工艺技术文件的编制与维护，包括开停车方案、工艺操作规程、工艺卡片的编写、修订与完善，能建立和维护工艺台账；3.负责提供技术支持与故障诊断，为生产...,专业技术服务,http://jobs.zhaopin.com/CC836273790J40819871701.htm,20-99人,2026-01-10 13:52:01,22000.0,26000.0,12.0
工艺工程师（先进封装）,成都,烟台睿创微纳技术股份有限公司,本科,5-10年,先进封装、塑封,18000-26000,岗位职责：1、负责封装方案，产品工艺及可靠性要求的评估；2、负责解决研发、生产过程中出现的各种问题；3、根据先进封装特点对产品研发提出合理、有效建议；4、负责新封装工艺和新材料的调研开发与验证；5、负责先进封装如2.5D及3D封装开发及材料开发验证；6、负责材料选择、封装工艺和设计的可行性风险评估，验证方案的制定等；7、负责先进封装roadmap制定，以及封装供应商合作策略的分析；8、制定、完善及...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC200206520J40831125714.htm,1000-9999人,2026-01-06 01:39:41,18000.0,26000.0,12.0
化工工艺仿真工程师(J10453),成都,清华四川能源互联网研究院,硕士,经验不限,"工艺设计,氢能,化工",13000-26000,岗位职责:岗位职责：1.负责绿电制氢、氨、醇等相关化工工艺的模拟分析；2.负责指导相关工艺的优化设计，协助完成先进控制器研制、OTS系统研制、厂站调控系统开发等工作；3.负责电制氢及燃料电池系统相关项目实施及管理工作；4.协助完成团队专利、论文等知识产权申请和其他安排的工作。任职要求:任职要求：1.化学工艺、化学工程、动力工程等相关专业，硕士及以上学历，博士优先；2.熟练掌握CAD/Aspen/P...,矿产/采掘,http://jobs.zhaopin.com/CC336758630J40743254406.htm,100-299人,2025-12-23 15:11:01,13000.0,26000.0,12.0
工艺设计工程师/设计经理(J12018),成都,四川杰瑞恒日天然气工程有限公司,本科,5-10年,"石油化工,EPC项目,海外项目",15000-25000,岗位职责: 1、完成项目各阶段工艺设计，包括方案设计、工艺包设计、初步设计和施工图设计； 2、负责向下游专业提交设计条件及向采购专业提交工艺物料的条件，进行外购设备的采购； 3、负责为项目安装、开车调试提供工艺技术服务； 4、负责工程项目的市场技术支持工作； 5、负责天然气方面技术的创新及新技术的开发工作。 任职要求: 1、统招本科及以上学历，化学工程或化学工艺、工业催化、油气储运等专业；2、熟练...,石油/石化,http://jobs.zhaopin.com/CC468825680J40765561309.htm,100-299人,2026-01-09 01:22:54,15000.0,25000.0,12.0
洁净清洗技术工程师,成都,绵阳科技城光子技术研究院,本科,1-3年,清洗工艺,15000-25000,岗位职责：1. 负责洁净清洗工艺的开发、优化与设备日常维护，针对半导体光学元件等产品特性，制定清洗工艺方案，确保产品表面质量满足生产及客户要求。2. 主导解决洁净清洗过程中的工艺问题，如残留污染物超标、清洗后产品表面腐蚀 / 划伤、清洗效率低等，通过实验验证、数据分析（如离子色谱检测、颗粒计数分析）提出改进方案并落地执行。3. 参与新产品导入阶段的洁净清洗工艺评估，结合产品材质、结构及后续生产流程...,学术/科研,http://jobs.zhaopin.com/CCL1461775670J40915190315.htm,20-99人,2026-01-08 15:05:44,15000.0,25000.0,12.0
成都工艺工程师,成都,盛美半导体设备(上海)股份有限公司,本科,3-5年,湿法,13000-25000,岗位职责：1.负责湿法工艺测试研发和创新； 2.负责机台日常维护测试，测试和可靠性测试； 3.负责工艺相关技术文献检索，分析和撰写； 4.与机械，电气，软件工程师合作，负责机台设计，评估，测试，和改进 ； 5.与客户合作，验收机台，工艺，及开发新工艺方案 。 任职要求： 1. 3-5年及以上湿法工艺经验，FAB或设备商工作经验； 2. 本科及以上学历，理工科相关专业； 3. 擅长沟通并能适应一定程...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC838172970J40607996412.htm,1000-9999人,2026-01-05 15:40:26,13000.0,25000.0,15.0
工艺研发技术员-制剂研发（博士）,成都,康诺亚生物医药科技(成都)有限公司,博士,无经验,"注射制剂,生物药",22000-25000,岗位职责:1、主持或参与生物大分子药物制剂开发工作，包括但不限于生物药的成药性分析、制剂剂型选择、处方筛选、包材筛选、临床相容性考察等，以开发出生产、运输、使用过程均稳定的制剂成品。2、主持或参与制剂工艺开发向制剂生产的转移工作，针对制剂生产过程，设计实验模拟和优化生产参数，并完成转移流程。3、配合项目负责人及主管的安排，完成项目申报资料撰写，为产品注册工作提供支持。 任职要求:1、具备一定的查找...,医药制造,http://jobs.zhaopin.com/CC434088880J40812842508.htm,1000-9999人,2026-01-05 01:19:24,22000.0,25000.0,12.0
工艺部部长,成都,成都市汉桐集成技术股份有限公司,本科,5-10年,"工艺管理,工艺改良,封装工艺",15000-25000,（1）岗位概述 主持工艺部全面工作，组织本部门员工建立和完善工艺技术平台，维护设备资源完好，解决生产过程中的技术问题，确保满足科研生产的需求。 （2）主要工作职责 （a）根据公司发展规划和年度经营目标，制定年度工作计划（含新工艺开发计划、技术改造计划、质量改进计划），并根据年度工作计划和公司生产经营实际需要，制定月度工作计划并组织实施； （b）负责组织本部门技术人员，及时解决产线技术、质量问题，保...,电子/半导体/集成电路,http://jobs.zhaopin.com/CC290755780J40846282303.htm,100-299人,2025-12-29 09:47:51,15000.0,25000.0,12.0
半导体设备工艺工程师,成都,歌尔股份,硕士,3-5年,,15000-25000,"岗位职责设备研发的工艺测试和优化。任职要求1. 材料、物理相关专业硕士及以上学历，3年以上相关工作经验；2、有半导体类设备研发过程工艺（贴片机,焊线机,AA机,AOI,分选机等）相关经历优先考虑；3、有纳米压印/波导相关的工艺背景优先考虑；4. 熟练使用高速摄像机、显微镜等相关实验仪器设备。熟悉DOE，SPC，8D及FEMA等分析工具；5. 熟悉胶合、贴合、键合等焊粘接材料特性，并有以上亚微米级工...",电子/半导体/集成电路,http://jobs.zhaopin.com/CC132726540J40744184706.htm,10000人以上,2025-12-29 09:39:04,15000.0,25000.0,12.0
LNG高级工艺工程师,成都,山东科瑞石油装备有限公司,本科,5-10年,"成型工艺,机械",15000-25000,职责描述：1、 负责天然气处理设备、液化模块化工艺计算、方案制定，含脱水、脱酸、脱碳等单元的工艺设计工作；2、 协助部门负责人完成部门管理工作；任职要求：1、为人正直，对公司、对组织忠诚，具备团队精神；2、熟悉天然气处理设计工艺，有7年以上工作经验者优先；3、性格开朗外向，善于交流，具有较强的社交能力；4、良好的英语基础；能独立用英语编辑完成方案的优先（英语读、写能力强），英语四级以上；5、学历本...,石油/石化,http://jobs.zhaopin.com/CC321317110J40466523705.htm,1000-9999人,2025-12-26 15:48:28,15000.0,25000.0,12.0
