职位,城市,公司,学历,经验,技能,薪资,工作描述,行业,职位URL,公司规模,发布时间,薪资_最小值,薪资_最大值,年薪月数
运营总监,重庆,北京高孚动力科技有限公司,本科,5-10年,销售运营,20000-40000,一、岗位职责1.充分落实企业的相关管理决策，对决策进行布置，督促协调控制，确保进度与质量。2.分析公司的经营管理状态，提出完善计划，促进公司进度化、规范化的发展。3.跨部门协调与沟通，与其他部门保持紧密沟通与合作，确保运营活动与公司整体战略一致。协调解决跨部门之间的冲突和问题，促进协同工作。4.制定符合磁悬浮行业特性的3-5年中长期市场战略，统筹年度营销计划与预算分配，推动产品定位、渠道布局与销售...,新能源,http://jobs.zhaopin.com/CC859967690J40883854915.htm,20-99人,2025-08-31 10:33:53,20000.0,40000.0,13.0
电商运营总监,重庆,重庆齐岳十一文化用品有限公司,大专,10年以上,"电商运营,新媒体运营,toB,toC,运营管理,团队管理",20000-40000,"岗位职责：1、根据公司发展战略及行业特点,负责制定电子商务战略及电商平台的规划、搭建与运营；2、根据电商行业格局的演变,优化公司的电商平台组合及资源分配；3、制定公司电商业务推进路线图并有效达成电商运营目标的策略；4、负责对电商平台的运营、品牌营销等制定可行性策略与行动方案，制定部门运营指标、年度发展计划，推动并确保业绩指标的顺利完成；5、负责新媒体和传统电商的整体规划和运营。6、策划推进公司电商...",电子商务,http://jobs.zhaopin.com/CCL1440535050J40666360107.htm,20-99人,2025-08-15 17:12:23,20000.0,40000.0,12.0
贷款电销专员,重庆,贝立来(重庆)供应链管理有限公司,学历不限,1-3年,"政府客户,企业客户,个人客户",20000-40000,岗位职责：1、通过公司提供的名单挖掘潜在需求客户2、为意向客户提供专业的咨询及解决方案，达成销售目标3、持续学习销售技能，为客户提供持续有价值的专业服务岗位要求：1、有一年以上电销经验！2、抗压能力强、目标感强、善于沟通3、学习能力强，亲和力好工作时间：早上9：00-下午17:30；周末双休；同步法定节假日！福利：五险一金、下午茶、团建、旅游！,投资/融资,http://jobs.zhaopin.com/CCL1497278160J40747473814.htm,100-299人,2025-04-24 11:29:27,20000.0,40000.0,12.0
市场推广专员,重庆,上海律驰信息科技有限公司,高中,经验不限,,,国内知名法律品牌招募全国各市、县市场推广员（兼职），一个城市一个县只招募一人，负责产品在当地的推广和宣传：1、推广方式简单，手机或电脑操作，发布产品信息让客户看到即可，无需外出，下班空闲时间手机操作。2、年收入不低于30万，并有上升空间3、享受其他优厚福利，终身受益4、加入立刻获得终身免费法律咨询权力本品牌入驻著名大学国家科技园，正规机构，要求年龄不超45，男女不限，为人正直，无需任何专业和经验，...,咨询服务,http://jobs.zhaopin.com/CCL1462965700J40797398105.htm,20-99人,2025-08-07 00:00:02,,,
招商运营负责人,重庆,龙湖集团,本科,5-10年,,20000-35000,岗位职责：1. 负责商业项目全面营运和管理工作，确保年度经营指标的达成。2. 根据公司经营战略，制定项目招商运营计划、规划布局、营销策划、品牌调整及日常运营管理工作。3. 建立和完善招商运营管理体系，规范各项作业流程及标准文本，追踪落实及执行。 4. 拓展大客户和品牌客户、开发招商渠道、不断优化和升级客户资源，对项目招商给予资源支持。 5. 跟踪项目业态招商进展情况，对行业及地区市场发展动态、商业...,房地产开发,http://jobs.zhaopin.com/CC375739230J40643759211.htm,10000人以上,2026-01-12 00:18:40,20000.0,35000.0,12.0
市场研究专员,重庆,天津尘时科技有限责任公司,本科,5-10年,,26000-35000,1.负表汽车相关国家战略方向研究:研判国家对汽车行业发展的方向，同时基于汽车发展现状研判未来国家对汽车行业可能出台的政策。2.负麦产业、技术、生态前瞻研究:研究产业链相关要素发展趋势，同时结合新技术、生态链发展趋势及竞争环境，研判汽车产业发展趋势。3.负麦经济及社会趋势研究:分短期及长期研究经济发展趋势、特点、周期等，研究社会群体变化及差异，结合经济要素，研判市场需求趋势。1.学历要求:本科及以上...,IT服务,http://jobs.zhaopin.com/CCL1252029180J40854067713.htm,500-999人,2026-01-07 13:18:20,26000.0,35000.0,12.0
年薪30w起-直播运营-底薪1.5w+（五险一金）龙头企业,重庆,重庆大雁旅居营销策划(集团)有限公司,大专,3-5年,"获客,留资,引流",18000-35000,大雁旅居是抖音+视频号地产领域的NO.1；抖音12个账号矩阵，每个均达到1000+人在线，最高场观85W；视频号10个账号矩阵，最高场观84W，单场最高线索3000条，年直播获得线索10W+条，地产行业获客全国第一！你将担任抖音房产类直播运营，主要是“小风车”，不是小黄车；【岗位职责】1、负责搞定直播间的流量问题，让主播直播有流量2、负责培训主播，提升主播的互动，留人，留资能力3、有较强数据分析能...,房地产中介,http://jobs.zhaopin.com/CCL1478355670J40846912603.htm,100-299人,2025-11-27 09:01:53,18000.0,35000.0,12.0
销售运营经理（提供客户资源-双休）,重庆,芜湖保成企业管理咨询有限公司,大专,经验不限,"渠道销售,销售管理,团队管理",19000-35000,【福利待遇】培训津贴、岗位津贴、完善奖金制度、团建活动、定期培训【工作时间】周一至周五，09:00-18:00法定节假日，不加班，双休【行业优势】根据国家统计局数据，到2035年，中国60岁以上人口将超过4亿，进入重度老龄化社会。银发经济市场潜力巨大，预计到2050年，老年人口消费总量将占中国GDP的21%。新一代中老年人群教育水平普遍较高，他们在退休后更重视生活质量和社交活动，愿意为自己兴趣和爱...,人力资源服务,http://jobs.zhaopin.com/CCL1472173870J40841973213.htm,20-99人,2025-11-14 11:21:06,19000.0,35000.0,12.0
产品规划专员,重庆,天津尘时科技有限责任公司,本科,5-10年,,23000-35000,1.联动市场研究和用户研究部门，收集潜在产品机会(如细分市场新品类、用户未满足的痛点需求、政策驱动的新车型)，梳理机会清单。2.根据机会清单，明确核心技术需求，联动研发技术部门，结合公司现有研发能力、供应链体系、生产制造工艺，判断是否具备落地条件;若存在技术缺口，评估外部合作(如技术引进、联合研发)或自主攻关的可行性与周期。输出可行性论证报告，为公司高层领导决策提供支撑。3.负麦总结沉淀新产品机会...,IT服务,http://jobs.zhaopin.com/CCL1252029180J40854067413.htm,500-999人,2026-01-07 13:16:27,23000.0,35000.0,12.0
正规银行贷款专员+50通提+双休+五险一金,重庆,渝票融(重庆)信用管理咨询有限公司,学历不限,经验不限,"企业客户,个人客户",18000-35000,岗位职责：1、根据公司提供客户资源，负责发掘客户的贷款资金需求。2、通过与客户沟通、面谈与客户达成合作协议。3、保持客户良好沟通状况，完成公司贷款产品的销售工作。4、整理客户资料，对客户进行分类的管理工作。5、跟踪已合作客户业务进展情况，并及时与客户沟通。任职要求：1、18-45，中专及以上学历（优秀者可以放宽学历）2、热爱销售，性格开朗，积极进取，良好的职业素养；3、良好的沟通能力，客户服务意识...,企业服务,http://jobs.zhaopin.com/CCL1513338420J40818479110.htm,20-99人,2025-11-11 16:04:33,18000.0,35000.0,12.0
赛力斯集团-流程运营经理/工程师（研发项目）,重庆,赛力斯集团股份有限公司,本科,3-5年,"汽车研发项目,新能源汽车项目,智能汽车项目",20000-35000,岗位职责1.负责整车研发项目全生命周期的运营流程管理，涵盖立项、设计、测试、量产等阶段，制定并持续优化相关流程制度，确保流程合规、高效运行。2.实时监控项目运营流程的执行情况，定期进行流程审计，及时发现流程中的瓶颈和问题，提出改进方案并推动落实。3.协调研发、生产、采购等跨部门资源，促进各部门在项目流程中的有效协作，解决跨部门沟通障碍，保障项目按计划推进。4.协助总裁处理整车研发项目相关的重要文件...,汽车研发/制造,http://jobs.zhaopin.com/CC465219810J40830450103.htm,10000人以上,2025-08-27 10:06:05,20000.0,35000.0,14.0
闪购-超市便利KA-LKA商家运营（西区）,重庆,北京三快在线科技有限公司,本科,3-5年,,,"美团闪购是美团旗下的即时零售平台，依托即时配送能力，连接本地零售供给，满足消费者30分钟万物到家的即时需求。美团闪购涵盖超市便利、食材、水果、鲜花绿植、休闲零食、酒水饮料、数码家电、美妆个护、母婴玩具、日用百货、服饰鞋帽、宠物等诸多品类，业务覆盖全国近3,000个县市区旗，每日百万级在岗骑手，以高效的配送、丰富的品类和广泛的覆盖，为美团数亿用户带来便捷的生活体验，积极助力实体零售线上化转型，提升本...",互联网,http://jobs.zhaopin.com/CC383625320J40818886009.htm,10000人以上,2026-01-12 08:57:25,,,
清关运营经理,重庆,广东博达科技有限公司,本科,5-10年,"水路运输,英语",18000-30000,岗位职责：1、政策研究：分析当地法律法规，研究通关流程、保税监管制度、减免税制度政策，为公司及客户提供相关政策咨询及高效解决方案；2、报关报检：与海关等政府部门的沟通协调，解决报关查验等疑难问题，提高查验通关效率；负责整合 外部报关报检货代公司资源，根据不同产品进出口监管政策要求，办理相关许可证件及海关手续，确保进出口通关运作；3、风险管理：识别防范重大海关风险点，提出应对策略，主导推动并参与设置...,贸易/进出口,http://jobs.zhaopin.com/CC853987840J40863805603.htm,1000-9999人,2026-01-09 01:07:00,18000.0,30000.0,14.0
智能产品规划专员,重庆,天津尘时科技有限责任公司,本科,5-10年,,24000-30000,"1.负麦国内、海外汽车行业智能化行业最新动态信息库的管理和维护。2.负麦输出初版行业趋势预判，并跨部门信息协同与价值传递。3.负麦探索AI工具、数字化工具等新模式赋能业务落地。4.负麦优化情报研究的业务流程体系。1.学历要求:本科或以上学历，计算机科学、汽车工程、经济学,管理学或相关专业。2.工作经历:5年以上产品规划或战略相关经验，了解汽车智能化领域的最新发展和趋势，熟悉汽车理论和识、产品规划知...",IT服务,http://jobs.zhaopin.com/CCL1252029180J40854069413.htm,500-999人,2026-01-07 13:25:21,24000.0,30000.0,12.0
智能体验定义专员（座舱智能）,重庆,重庆东灵融合企业管理咨询有限公司,硕士,1-3年,数据分析,15000-30000,工作职责1.基于对技术规划和品牌定位的理解，深入洞察目标用户在智能驾驶的需求，定义创新性的场景化用户体验方案，支撑车型亮点买点打造2.负责编写清晰的体验定义文档，制定具体的体验目标3.负责智能空间的市场趋势分析，基于用户需求开展竞品对标评价，竞争力分析。4.协同设计、开发和性能团队，推动体验需求的评审、设计、开发、验证，确保体验方案按期落地。5.负责完成体验方案验收（含用户评价），保障产品体验竞争...,咨询服务,http://jobs.zhaopin.com/CCL1472766480J40835198614.htm,20-99人,2026-01-06 11:32:47,15000.0,30000.0,13.0
贷款专员,重庆,重庆掌胜非融资担保有限公司,大专,1-3年,有销售经验,15000-30000,工作内容：1. 高档写字楼，无需外出，无需风吹日晒；2.公司给精准客户名单资源你外呼加客户微信，协助融资经理将客户资料汇总报备3.入职会有1-3天的培训，主管带领；教到会为止，不用担心，会教你们各种的金融产品的知识。职位要求•1. 品行端正，没有不良嗜好；2. 责任感强，有较好沟通能力。上班时间：9点上班，8小时一天，中午2个小时休息法定节假日放假跟着国家走。薪资福利：底薪3000-5000，70...,投资/融资,http://jobs.zhaopin.com/CCL1278218160J40237128010.htm,20-99人,2026-01-05 09:45:11,15000.0,30000.0,12.0
硬件产品规划专员,重庆,天津尘时科技有限责任公司,本科,5-10年,,24000-30000,1.负麦底盘、平台及座椅等产品及技术趋势洞察、竞争及行业趋势分析，为公司新技术产品发展提供战略性建议。2.负麦结合用户需求、市场发展趋势、产品策略等维度，制定新技术和硬件产品的应用搭载规划。3.负麦底盘及平台产品的定义(品类/品种、产品路标、功能配置带宽等)、产品组合策略制走及功能/技术领先性挖掘。4.定期跟踪市场趋势和行业动态，负表平台产品的全生命周期产品跟踪，及时调整需求路标和产品的搭载策略。...,IT服务,http://jobs.zhaopin.com/CCL1252029180J40854068013.htm,500-999人,2026-01-07 13:19:57,24000.0,30000.0,12.0
智能产品规划专员（智驾规划）,重庆,重庆东灵融合企业管理咨询有限公司,本科,5-10年,"数据挖掘,数据开发",15000-30000,工作职责1.负责统筹公司级智驾和AI板块系统产品技术货架的信息更新维护2.负责制定智驾和AI板块系统产品在各品牌各车型的应用策略并跟进落地3.负责跟进对新技术项目中策划交付物。4.负责持续优化系统产品规划的业务流程体系。任职资格1.学历要求：本科或以上学历，计算机科学、汽车工程、经济学、管理学或相关专业2.工作经历：5年以上产品规划或战略相关经验，了解汽车智能化领域的最新发展和趋势，熟悉汽车理论知...,咨询服务,http://jobs.zhaopin.com/CCL1472766480J40835187814.htm,20-99人,2026-01-06 11:16:14,15000.0,30000.0,12.0
产业运营策划总监,重庆,某置业公司,本科,1-3年,"B端运营,C端运营,PC端运营",25000-30000,工作职责: 1、负责产业园区策划、开发、招商和运营2、时刻关注产业园行业动态，熟悉国内产业园运营的各种模式； 3、负责产业园项目前期对接相关政府、合作方，洽谈合作方案及相关事项； 4、负责把控项目产业策划的总体思路和方向； 5、负责完成项目市场调研、可行性研究、市场定位与物业发展的策划； 6、负责完成项目的汇报和沟通工作。 任职资格: 1、***本科及以上学历； 2、8年以上工作经验，其中5年以上...,互联网,http://jobs.zhaopin.com/CCL1318355140J40246456903.htm,500-999人,2026-01-05 01:04:29,25000.0,30000.0,12.0
门店运营总监,重庆,有友食品,大专,3-5年,门店运营,20000-30000,一、岗位职责： 1. 全链路运营管理：统筹门店运营全流程管控，涵盖运营渠道搭建与优化、供应链体系协同管理、门店日常运营效能提升，确保门店运营规范、高效运转。2. 新店拓展与筹建：牵头负责新店筹建全流程工作，包括选址评估、筹备规划、落地执行等；统筹门店拓展战略落地，推动门店网络布局优化与规模扩张。3. 客户体验与库存管控：建立并迭代客户服务标准，聚焦客户体验提效升级，妥善处理客户反馈，提升客户满意度...,快速消费品,http://jobs.zhaopin.com/CC193270420J40743583906.htm,1000-9999人,2025-12-24 18:26:20,20000.0,30000.0,12.0
能源化工行业解决方案高级专员,重庆,顺丰速运,本科,5-10年,,15000-30000,岗位职责：一、战略规划与体系搭建1、制定危化品及新能源电池物流技术标准、操作规范及安全管理体系，确保业务合规性与行业领先性。2、规划物流网络布局，优化运输路线与配送方案，平衡效率与成本，支持集团战略目标落地。3、建立危化品运输风险防控机制，完善应急预案，降低运营风险。二、运营管理与安全控制1、监督危化品及新能源电池的接收、装载、运输、交接全流程，确保货物安全与时效。2、管理自有车队及外协承运商，定...,货运/物流/仓储,http://jobs.zhaopin.com/CC131486150J40828573114.htm,10000人以上,2025-12-13 01:44:12,15000.0,30000.0,12.0
销售运营总监,重庆,晨星共融(重庆)医疗科技有限公司,大专,3-5年,"医疗机构,医美行业,教育培训",20000-30000,职位描述：1）销售团队的管理：包括人员的招聘、销售技巧培训、制度的制定等；2）公司销售目标的管理：制定公司运营指标、年度发展计划，运营标准并监督实施；3）线下升单：开展门店引流活动，制定特价活动方案，推动并确保营业指标的顺利达成3）线上渠道的拓展：负责官方公众号、视频号的日常运营，制作线上推广短视频及文案撰写，负责假肢网红的孵化和合作，实现引流和转化；4）线下市场的开拓：与政府、残联保持友好联系，...,医疗设备/器械,http://jobs.zhaopin.com/CC891145090J40435312509.htm,20-99人,2025-12-09 16:51:40,20000.0,30000.0,12.0
平安社区金融运营主管（保险金融行业）/正编岗位,重庆,中国平安人寿保险股份有限公司重庆分公司2,大专,5-10年,销售运营,25000-30000,社区网格区域主任4.1 岗位职责：1) 负责区域内专员的管理、培训、经营指标督导等；区域内新老客户提供答谢会组织安排，提供客户满意的售后服务等；2) 负责总分公司相关政策落地执行，制定业务拓展规划，并按计划开展业务，督导专员完成客户信息搜集、问题解决等；3) 接受公司系统的培训学习，通过专业知识技能学习，不断提升自身管理能力，独立完成组织内专员管理；4.2 任职要求：年龄：28-45 岁学历：大专...,保险,http://jobs.zhaopin.com/CCL1487620300J40864290404.htm,1000-9999人,2025-12-05 18:18:41,25000.0,30000.0,12.0
重庆外企综合管理,重庆,上海祝君臻人力资源有限公司,大专,1-3年,早九晚5,15000-30000,任职要求：1、年龄要求26-48周岁，男女不限2、大专学历及以上（学信网可查）3、在重庆本地有两年以上工作经验 岗位职责： 1、穿戴整齐干净 2、部门对接工作，监督业绩考核 3、组织公司内部会议，做好会议记录并跟进执行情况。 4、协助制定公司规章制度，推动行政制度落地执行。 5、性格外向，吃苦耐劳；职业素养良好，领悟力强；擅沟通协调。 工作时间：9:00-17:00 周末双休 法定节假日休,人力资源服务,http://jobs.zhaopin.com/CCL1501921150J40810271301.htm,1000-9999人,2025-12-01 10:22:37,15000.0,30000.0,14.0
小红书运营,重庆,美己可(重庆)科技有限公司,学历不限,经验不限,"媒体平台,社交平台,用户运营,内容运营,流量运营,推广运营,医美,医美三方",15000-30000,岗位职责：1. 负责小红书、抖音、知乎、微博等渠道的医生账号运营，落地执行运营规划。2. 独立完成账号内容的选题策划、发布高质量内容，对新媒体平台的算法机制，定期整理流量监控数据，并根据数据情况作出阶段性的优化调整。3. 创作符合平台需要的内容KOL、KOC，制定内容质量全面把关，增加粉丝量，提升爆款文章数。4. 完成上級的其他关于新媒体推广的任务。任职要求：1. 有知乎文章撰写经验，喜欢玩小红书...,新媒体,http://jobs.zhaopin.com/CCL1488254530J40805721114.htm,20-99人,2025-11-27 17:35:01,15000.0,30000.0,12.0
电商运营经理(J10642),重庆,植恩生物技术股份有限公司,本科,5-10年,"淘宝/天猫,京东,拼多多,经理,负责人",15000-30000,岗位职责:薪资面议。1.战略规划的制定与实施1.1 根据公司战略目标，制定零售市场业务的整体规划和运营管理，包括电商平台、合作客户及线下门店的发展战略，并根据发展规划，制定零售场景下内外部销售年度目标、运营计划、各阶段推广计划、费用预算及具体实施，以确保公司战略目标的落地；1.2 根据公司年度目标及市场分析，审核并动态调整零售业务部各团队月度/季度/年度经营规划、目标及预算，以按计划达成年度业绩和...,医药制造,http://jobs.zhaopin.com/CC121009980J40805589501.htm,500-999人,2025-11-11 14:20:21,15000.0,30000.0,12.0
问界-运营高级经理,重庆,武汉搜马人力资源服务有限公司,本科,1-3年,,18000-30000,工作职责1.负责服务热线的呼入、呼出及回访工作，确保高效运作和客户满意度，制定并优化热线运营流程，提升响应速度与服务质量；2.负责设计、实施并持续优化智慧服务平台的业务流程，确保符合赛力斯客户服务标准，定期评估流程执行效果，提出改进建议并推动落地；3.负责团队的日常管理与绩效考核，制定明确的工作目标与激励机制，组织员工培训，提升团队专业能力和服务水平，建立完善的员工评价体系；4.负责线上预警管理，...,汽车研发/制造,http://jobs.zhaopin.com/CC668399420J40901543715.htm,1000-9999人,2025-11-07 15:51:58,18000.0,30000.0,12.0
辐照加工运营总裁,重庆,中子科学(重庆)研究院有限公司,本科,5-10年,辐照,15000-30000,岗位职责：1.制定公司战略发展规划、经营方针与策略，报集团批准后组织实施2.制定产品市场研究及产品发展规划3.在集团整体战略规划下，组织制定公司年度任务计划及各阶段工作目标分解，报集团批准后，组织监督任务计划执行，负责日常运营；4.负责公司融资发展与市场营收，跟踪公司经营目标达成情况；5.完成领导交代的其他事宜岗位要求：1.学历要求：本科及以上学历2.专业要求：专业不限3.经验要求：5年以上科技型...,医疗设备/器械,http://jobs.zhaopin.com/CCL1483561300J40784782209.htm,500-999人,2025-10-27 19:04:48,15000.0,30000.0,14.0
抖音直播运营,重庆,重庆乐速文化传媒有限公司,学历不限,1-3年,"抖音,电商类",15000-30000,1、直播间运营管理：负责现有抖音直播间的日常运营，制定直播排期、主题性直播活动方案，确保直播高效执行；监控直播数据（实时在线、停留时长、转化率、GMV等），针对性优化直播策略，提升直播间流量和销售额；协调团队资源（主播、场控、投流等），解决直播中的突发问题，保障直播效果稳定。2、主播培训与话术优化：设计标准化直播话术模板（开场、互动、逼单、转化话术等），定期迭代优化；对主播进行一对一培训，提升镜头...,新媒体,http://jobs.zhaopin.com/CCL1455287360J40803037307.htm,300-499人,2025-10-23 12:27:49,15000.0,30000.0,12.0
新开城/续保专员/保险顾问/有社保/周末双休/,重庆,中国平安,大专,1-3年,"销售,续保,财产险,寿险,理财保险,渠道销售,会议/会展销售	,网络销售",,一 岗位亮点：1、无责任底薪、有社保、有资源2、3个月以上的老员工薪资都没有低于一万的3、新开的部门，晋升机会大，有几个职场可以就近安排。二、 岗位职责:1)根据公司客户划分，需完成负责区域内客户售后服务响应、服务活动完成(客户生日礼品、重大节日客户问候、客户活动邀约等);2)负责区域内客户建联，通过微信群等做好客户日常经营;如热点话题、健康养生、生活小细节等，提升客户活跃度;3)依托公司内外部资...,银行,http://jobs.zhaopin.com/CC000204810J40775846812.htm,10000人以上,2025-10-22 13:56:16,,,
全域平台运营推广/可小白,重庆,重庆市玖粤创蜀网络科技有限公司,学历不限,经验不限,,15000-30000,"【任职要求】1、中专及以上学历,熟悉互联网产品销售或者有本地生活平台销售经验优先2、个性开朗，有很强的学习能力和适应能力，适应互联网行业的快速发展;整合公司内外部资源完成业务目标3、热爱销售，善于挑战，有强烈的成功欲望和企图心，勇于挑战高薪4、事业心责任心强，工作踏实认真【工作时间】单休制9:00-12:00；14:00-18:00时间自由，没有约束",新媒体,http://jobs.zhaopin.com/CCL1481081320J40791060309.htm,20-99人,2025-10-17 10:43:27,15000.0,30000.0,12.0
